Node	X	Y
102	648351.0	1833165.0	
103	633033.0	1832832.0	
104	649350.0	1817181.0	
105	632700.0	1816848.0	
106	681318.0	1834164.0	
107	664668.0	1834164.0	
108	681651.0	1817847.0	
109	665334.0	1817181.0	
110	714285.0	1834164.0	
111	697968.0	1834830.0	
112	714618.0	1817514.0	
113	698301.0	1817514.0	
114	726939.0	1834164.0	
115	727272.0	1817847.0	
116	681984.0	1801197.0	
117	666333.0	1801197.0	
118	682650.0	1784880.0	
119	666666.0	1784880.0	
120	714618.0	1801197.0	
121	698301.0	1801197.0	
122	714951.0	1785213.0	
123	698634.0	1785213.0	
124	727605.0	1794537.0	
125	550782.0	1960371.0	
126	535131.0	1959372.0	
127	551448.0	1944054.0	
128	534798.0	1943055.0	
129	582084.0	1960704.0	
130	567099.0	1960038.0	
131	582750.0	1945386.0	
132	567099.0	1944387.0	
133	610056.0	1961703.0	
134	598068.0	1961703.0	
135	613386.0	1945386.0	
136	597402.0	1945053.0	
137	550782.0	1927071.0	
138	534798.0	1927071.0	
139	550449.0	1911753.0	
140	535131.0	1911087.0	
141	582417.0	1928736.0	
142	567099.0	1928070.0	
143	582417.0	1912752.0	
144	567099.0	1911753.0	
145	613386.0	1929735.0	
146	598401.0	1928736.0	
147	614385.0	1913085.0	
148	598068.0	1912752.0	
149	550782.0	1895103.0	
150	534465.0	1895103.0	
151	551115.0	1879119.0	
152	534798.0	1878453.0	
153	582750.0	1895769.0	
154	567099.0	1895769.0	
155	583083.0	1880118.0	
156	567432.0	1879119.0	
157	614385.0	1896435.0	
158	598734.0	1896435.0	
159	615051.0	1881450.0	
160	599067.0	1880784.0	
161	606726.0	1864800.0	
162	453879.0	2013651.0	
163	485847.0	2013651.0	
164	525807.0	2021310.0	
165	509823.0	2021976.0	
166	526140.0	2005659.0	
167	509490.0	2005326.0	
168	448551.0	1982349.0	
169	479520.0	1982349.0	
170	518814.0	1989675.0	
171	503163.0	1989009.0	
172	518481.0	1975356.0	
173	503163.0	1975356.0	
174	448884.0	1950714.0	
175	479520.0	1951380.0	
176	519480.0	1958706.0	
177	503163.0	1959039.0	
178	518814.0	1943055.0	
179	503496.0	1942056.0	
180	448551.0	1918413.0	
181	479853.0	1919412.0	
182	518814.0	1926738.0	
183	503496.0	1926072.0	
184	519147.0	1910754.0	
185	502830.0	1910421.0	
186	448551.0	1886445.0	
187	480186.0	1887444.0	
188	519147.0	1894437.0	
189	503829.0	1894104.0	
190	519147.0	1878453.0	
191	503829.0	1877454.0	
192	554778.0	2142189.0	
193	589410.0	2148849.0	
194	572760.0	2148183.0	
195	589743.0	2134197.0	
196	574092.0	2133864.0	
197	614385.0	2141856.0	
198	643023.0	2148516.0	
199	642690.0	2133864.0	
200	555777.0	2110554.0	
201	590076.0	2117547.0	
202	573426.0	2117547.0	
203	590076.0	2102229.0	
204	573426.0	2101896.0	
205	623043.0	2116881.0	
206	606393.0	2117547.0	
207	622377.0	2101896.0	
208	605727.0	2102229.0	
209	643023.0	2117880.0	
210	640359.0	2102229.0	
211	555111.0	2078253.0	
212	589743.0	2085912.0	
213	573759.0	2085912.0	
214	589743.0	2068929.0	
215	573759.0	2069928.0	
216	622044.0	2085579.0	
217	606060.0	2085246.0	
218	622377.0	2070594.0	
219	605727.0	2069595.0	
220	638361.0	2085579.0	
221	640359.0	2068929.0	
222	555111.0	2046285.0	
223	589410.0	2053611.0	
224	573759.0	2053944.0	
225	590076.0	2037960.0	
226	573759.0	2036961.0	
227	622710.0	2053611.0	
228	606060.0	2053944.0	
229	622377.0	2038293.0	
230	606060.0	2038293.0	
231	642357.0	2052945.0	
232	654345.0	2038293.0	
233	638361.0	2037294.0	
234	421245.0	2141856.0	
235	453546.0	2141523.0	
236	485181.0	2140857.0	
237	517815.0	2141190.0	
238	539127.0	2142189.0	
239	421245.0	2110554.0	
240	453213.0	2110554.0	
241	485181.0	2110554.0	
242	525807.0	2117214.0	
243	509823.0	2117547.0	
244	525807.0	2102229.0	
245	509823.0	2101896.0	
246	539127.0	2110554.0	
247	421578.0	2078919.0	
248	453213.0	2078586.0	
249	485514.0	2078253.0	
250	525807.0	2085912.0	
251	509157.0	2085246.0	
252	526140.0	2069928.0	
253	509490.0	2068596.0	
254	539127.0	2078919.0	
255	421245.0	2046951.0	
256	453546.0	2046951.0	
257	485514.0	2046951.0	
258	525474.0	2053611.0	
259	509823.0	2053278.0	
260	525807.0	2036961.0	
261	509490.0	2036961.0	
262	539127.0	2046285.0	
263	551115.0	1862802.0	
264	535131.0	1862802.0	
265	551115.0	1846485.0	
266	535464.0	1846485.0	
267	583749.0	1864134.0	
268	567099.0	1863135.0	
269	584082.0	1847484.0	
270	568098.0	1847151.0	
271	551781.0	1830501.0	
272	536130.0	1829502.0	
273	551781.0	1814184.0	
274	536796.0	1814184.0	
275	584748.0	1831500.0	
276	568431.0	1831167.0	
277	584748.0	1815516.0	
278	568764.0	1814850.0	
279	616383.0	1832832.0	
280	600732.0	1832499.0	
281	616716.0	1816182.0	
282	600732.0	1815516.0	
283	553113.0	1798200.0	
284	537129.0	1797534.0	
285	553446.0	1782549.0	
286	537129.0	1781883.0	
287	585081.0	1799532.0	
288	569097.0	1798200.0	
289	585747.0	1782882.0	
290	569763.0	1782882.0	
291	617049.0	1800531.0	
292	601731.0	1799865.0	
293	617715.0	1784214.0	
294	601731.0	1783881.0	
295	649683.0	1800864.0	
296	633699.0	1800864.0	
297	650682.0	1784880.0	
298	633699.0	1784880.0	
299	546453.0	1758906.0	
300	578088.0	1760238.0	
301	611055.0	1760571.0	
302	643689.0	1760904.0	
303	675657.0	1761570.0	
304	714951.0	1768896.0	
305	699300.0	1769229.0	
306	715284.0	1753578.0	
307	698967.0	1753578.0	
308	727938.0	1762236.0	
309	547452.0	1726938.0	
310	579087.0	1727937.0	
311	611721.0	1728936.0	
312	644022.0	1729935.0	
313	676656.0	1730268.0	
314	707958.0	1730268.0	
315	727938.0	1730934.0	
316	548118.0	1694637.0	
317	580419.0	1695636.0	
318	448551.0	1852479.0	
319	479187.0	1855476.0	
320	511821.0	1853811.0	
321	449217.0	1819512.0	
322	480852.0	1821843.0	
323	513486.0	1820844.0	
324	449883.0	1787544.0	
325	481851.0	1787877.0	
326	514152.0	1788876.0	
327	450549.0	1755576.0	
328	482184.0	1755576.0	
329	513819.0	1757907.0	
330	452547.0	1723608.0	
331	484182.0	1721610.0	
332	515151.0	1726605.0	
333	452214.0	1689975.0	
334	484182.0	1690308.0	
335	516150.0	1692639.0	
336	452214.0	1657674.0	
337	483849.0	1658340.0	
338	516816.0	1659339.0	
339	612720.0	1694970.0	
340	646686.0	1694970.0	
341	677988.0	1694970.0	
342	713952.0	1696635.0	
343	549117.0	1660338.0	
344	581085.0	1661004.0	
345	612720.0	1648017.0	
346	636696.0	1665666.0	
347	678654.0	1663335.0	
348	714618.0	1665000.0	
349	546453.0	1621377.0	
350	580752.0	1623375.0	
351	637695.0	1642356.0	
352	660672.0	1634364.0	
353	622377.0	1616715.0	
354	680319.0	1618047.0	
355	715284.0	1626372.0	
356	744921.0	1828170.0	
357	777888.0	1820844.0	
358	804861.0	1807191.0	
359	748584.0	1779552.0	
360	790875.0	1779219.0	
361	746253.0	1748583.0	
362	776889.0	1749582.0	
363	808524.0	1749582.0	
364	747918.0	1699965.0	
365	773559.0	1700964.0	
366	802197.0	1713951.0	
367	410256.0	1933398.0	
368	383616.0	2091240.0	
369	402264.0	2173158.0	
370	434232.0	2173158.0	
371	465867.0	2173158.0	
372	499167.0	2172825.0	
373	531801.0	2172825.0	
374	563103.0	2172825.0	
375	595737.0	2173158.0	
376	631035.0	2173158.0	
377	611721.0	2226438.0	
378	519480.0	2217780.0	
379	353646.0	2061270.0	
380	384282.0	1933065.0	
381	406260.0	1733598.0	
382	390276.0	1642356.0	
383	451215.0	1620378.0	
384	621711.0	1586079.0	
385	801531.0	1656009.0	
386	839493.0	1780218.0	
387	822843.0	1820178.0	
388	453879.0	2026305.0	
389	394605.0	2078253.0	
390	393606.0	2052612.0	
391	485181.0	2011320.0	
392	507825.0	2000997.0	
393	521811.0	1996335.0	
394	538794.0	1996002.0	
395	551115.0	1996335.0	
396	569430.0	1995669.0	
397	580086.0	1995336.0	
398	591741.0	1993005.0	
399	594738.0	1991340.0	
400	591075.0	2003661.0	
401	597735.0	2021310.0	
402	594072.0	2028636.0	
403	591741.0	1977687.0	
404	593406.0	1961370.0	
405	593739.0	1956375.0	
406	589077.0	1945386.0	
407	588744.0	1928736.0	
408	590409.0	1912752.0	
409	586413.0	1903095.0	
410	567099.0	1900098.0	
411	550782.0	1899432.0	
412	534798.0	1898100.0	
413	519147.0	1897101.0	
414	503829.0	1896435.0	
415	480186.0	1899765.0	
416	448551.0	1911087.0	
417	419580.0	1920744.0	
418	611388.0	2173158.0	
419	609057.0	2143188.0	
420	613053.0	2117214.0	
421	618381.0	2101896.0	
422	625374.0	2085579.0	
423	624708.0	2070261.0	
424	627705.0	2053611.0	
425	632700.0	2037627.0	
426	633699.0	2029302.0	
427	638361.0	2026971.0	
428	656010.0	2025639.0	
429	654345.0	2028969.0	
430	653013.0	2031966.0	
431	658341.0	2020977.0	
432	665667.0	2004993.0	
433	666000.0	1992006.0	
434	663336.0	1981350.0	
435	668331.0	1968030.0	
436	669663.0	1958373.0	
437	656343.0	1965366.0	
438	635697.0	1967364.0	
439	635697.0	1979352.0	
440	635697.0	1992006.0	
441	635364.0	2005326.0	
442	634032.0	1621377.0	
443	643356.0	1640691.0	
444	641358.0	1665333.0	
445	641691.0	1694970.0	
446	654345.0	1729935.0	
447	667665.0	1761570.0	
448	671328.0	1784880.0	
449	671328.0	1801197.0	
450	671328.0	1811187.0	
451	674658.0	1817514.0	
452	681318.0	1826172.0	
453	649683.0	1806525.0	
454	601731.0	1792872.0	
455	585414.0	1791540.0	
456	569430.0	1791207.0	
457	553113.0	1785213.0	
458	545454.0	1781217.0	
459	538461.0	1778553.0	
460	513819.0	1766232.0	
461	482850.0	1745919.0	
462	451548.0	1741257.0	
463	484515.0	1644687.0	
464	502164.0	1659006.0	
465	527472.0	1693305.0	
466	547452.0	1719279.0	
467	546786.0	1750581.0	
468	548118.0	1797867.0	
469	553113.0	1814517.0	
470	554778.0	1830501.0	
471	570096.0	1847151.0	
472	583749.0	1857807.0	
473	589410.0	1864134.0	
474	589743.0	1880451.0	
475	604062.0	1870461.0	
476	611388.0	1874457.0	
477	626706.0	1884780.0	
478	624375.0	1897101.0	
479	622044.0	1913418.0	
480	621045.0	1919745.0	
481	614052.0	1920744.0	
482	611388.0	1920744.0	
483	614385.0	1914750.0	
484	629703.0	1924407.0	
485	646020.0	1924740.0	
486	621711.0	1930068.0	
487	608391.0	1945386.0	
488	597735.0	1953045.0	
489	659340.0	1924740.0	
490	664668.0	1924407.0	
491	677655.0	1926072.0	
492	691974.0	1927404.0	
493	697302.0	1926405.0	
494	692640.0	1935729.0	
495	682650.0	1945719.0	
496	673659.0	1955043.0	
497	697968.0	1918746.0	
498	698967.0	1915749.0	
499	692640.0	1913085.0	
500	679320.0	1908090.0	
501	662670.0	1901097.0	
502	647019.0	1893438.0	
503	631035.0	1884780.0	
504	631035.0	1882782.0	
505	647352.0	1876122.0	
506	654345.0	1866132.0	
507	667998.0	1852146.0	
508	688644.0	1819512.0	
509	698301.0	1815849.0	
510	714618.0	1816182.0	
511	715950.0	1816182.0	
512	727272.0	1816182.0	
513	745920.0	1814517.0	
514	772560.0	1813185.0	
515	794538.0	1813851.0	
516	788877.0	1785546.0	
517	788544.0	1749582.0	
518	795537.0	1710954.0	
519	717282.0	1786878.0	
520	717948.0	1783215.0	
521	716283.0	1800531.0	
522	716616.0	1839492.0	
523	703629.0	1867797.0	
524	693306.0	1850148.0	
525	689643.0	1834497.0	
526	734265.0	1845819.0	
527	757908.0	1828503.0	
528	708624.0	1885113.0	
529	702963.0	1889442.0	
530	703629.0	1879119.0	
531	701631.0	1895436.0	
532	701631.0	1903095.0	
533	701964.0	1909755.0	
534	792873.0	1821843.0	
535	621378.0	1931400.0	
536	628038.0	1974024.0	
537	613386.0	1980684.0	
538	584082.0	1895769.0	
539	598068.0	1910754.0	
540	628038.0	1964367.0	
541	732267.0	1844487.0	
542	758241.0	1825173.0	
543	777888.0	1827837.0	
544	794538.0	1812186.0	
545	703296.0	1867797.0	
546	750249.0	1844487.0	
547	693639.0	1979352.0	
548	686979.0	1976355.0	
549	696636.0	1966698.0	
550	689643.0	1961703.0	
551	699966.0	1950048.0	
552	674658.0	1971360.0	
553	679653.0	1960371.0	
554	659007.0	1970361.0	
555	652680.0	1956042.0	
556	668997.0	1952379.0	
557	669663.0	1936728.0	
558	679653.0	1938726.0	
559	681318.0	1927737.0	
560	682983.0	1949049.0	
561	692307.0	1939392.0	
562	695637.0	1929069.0	
563	704295.0	1938726.0	
564	706293.0	1930734.0	
565	707625.0	1922742.0	
566	681984.0	1916082.0	
567	694971.0	1921077.0	
568	708624.0	1914417.0	
569	697302.0	1909755.0	
570	682983.0	1908090.0	
571	667332.0	1897101.0	
572	683982.0	1894437.0	
573	698301.0	1893105.0	
574	710955.0	1903428.0	
575	714285.0	1887777.0	
576	683649.0	1881450.0	
577	699633.0	1877121.0	
578	692973.0	1865133.0	
579	708957.0	1854477.0	
580	709290.0	1868463.0	
581	725940.0	1879452.0	
582	726939.0	1859472.0	
583	628704.0	1968363.0	
584	553779.0	2017314.0	
585	593406.0	2024640.0	
586	576756.0	2024640.0	
587	593406.0	2008656.0	
588	577089.0	2008656.0	
589	625707.0	2024307.0	
590	609390.0	2024640.0	
591	625707.0	2008656.0	
592	609057.0	2007990.0	
593	657675.0	2024640.0	
594	641691.0	2024640.0	
595	657342.0	2008656.0	
596	641691.0	2008656.0	
597	671328.0	2023641.0	
598	687312.0	2004660.0	
599	673659.0	2007990.0	
600	554778.0	1993671.0	
601	538128.0	1993005.0	
602	554778.0	1979352.0	
603	538128.0	1979352.0	
604	586080.0	1994670.0	
605	570429.0	1994004.0	
606	586080.0	1981017.0	
607	570429.0	1980351.0	
608	616716.0	1995003.0	
609	601398.0	1994670.0	
610	616716.0	1981350.0	
611	601731.0	1981017.0	
612	648018.0	1995336.0	
613	632367.0	1995336.0	
614	648018.0	1982682.0	
615	632700.0	1982349.0	
616	680985.0	1995003.0	
617	664002.0	1995669.0	
618	680319.0	1984680.0	
619	664335.0	1984680.0	
620	691308.0	1995336.0	
621	691308.0	1987677.0	
622	639027.0	1966365.0	
623	632367.0	1950048.0	
624	648351.0	1948383.0	
625	653346.0	1962036.0	
626	649350.0	1933731.0	
627	632700.0	1933398.0	
628	649350.0	1918080.0	
629	633699.0	1917081.0	
630	660672.0	1934064.0	
631	666333.0	1918080.0	
632	650349.0	1901763.0	
633	634365.0	1901097.0	
634	650349.0	1885446.0	
635	634365.0	1884780.0	
636	665667.0	1906092.0	
637	666333.0	1885446.0	
638	611388.0	1850481.0	
639	651015.0	1869462.0	
640	635031.0	1868796.0	
641	651348.0	1852812.0	
642	635697.0	1852812.0	
643	682650.0	1872459.0	
644	666999.0	1869795.0	
645	683982.0	1850481.0	
646	667332.0	1853478.0	
647	697635.0	1849482.0	
648	651681.0	1836495.0	
649	636363.0	1836162.0	
650	652680.0	1820511.0	
651	636030.0	1820178.0	
652	684648.0	1837494.0	
653	667998.0	1837494.0	
654	684981.0	1821177.0	
655	668664.0	1820511.0	
656	717615.0	1837494.0	
657	701298.0	1838160.0	
658	717948.0	1820844.0	
659	701631.0	1820844.0	
660	730269.0	1837494.0	
661	730602.0	1821177.0	
662	685314.0	1804527.0	
663	669663.0	1804527.0	
664	685980.0	1788210.0	
665	669996.0	1788210.0	
666	717948.0	1804527.0	
667	701631.0	1804527.0	
668	718281.0	1788543.0	
669	701964.0	1788543.0	
670	730935.0	1797867.0	
671	554112.0	1963701.0	
672	538461.0	1962702.0	
673	554778.0	1947384.0	
674	538128.0	1946385.0	
675	585414.0	1964034.0	
676	570429.0	1963368.0	
677	586080.0	1948716.0	
678	570429.0	1947717.0	
679	613386.0	1965033.0	
680	601398.0	1965033.0	
681	616716.0	1948716.0	
682	600732.0	1948383.0	
683	554112.0	1930401.0	
684	538128.0	1930401.0	
685	553779.0	1915083.0	
686	538461.0	1914417.0	
687	585747.0	1932066.0	
688	570429.0	1931400.0	
689	585747.0	1916082.0	
690	570429.0	1915083.0	
691	616716.0	1933065.0	
692	601731.0	1932066.0	
693	617715.0	1916415.0	
694	601398.0	1916082.0	
695	554112.0	1898433.0	
696	537795.0	1898433.0	
697	554445.0	1882449.0	
698	538128.0	1881783.0	
699	586080.0	1899099.0	
700	570429.0	1899099.0	
701	586413.0	1883448.0	
702	570762.0	1882449.0	
703	617715.0	1899765.0	
704	602064.0	1899765.0	
705	618381.0	1884780.0	
706	602397.0	1884114.0	
707	610056.0	1868130.0	
708	457209.0	2016981.0	
709	489177.0	2016981.0	
710	529137.0	2024640.0	
711	513153.0	2025306.0	
712	529470.0	2008989.0	
713	512820.0	2008656.0	
714	451881.0	1985679.0	
715	482850.0	1985679.0	
716	522144.0	1993005.0	
717	506493.0	1992339.0	
718	521811.0	1978686.0	
719	506493.0	1978686.0	
720	452214.0	1954044.0	
721	482850.0	1954710.0	
722	522810.0	1962036.0	
723	506493.0	1962369.0	
724	522144.0	1946385.0	
725	506826.0	1945386.0	
726	451881.0	1921743.0	
727	483183.0	1922742.0	
728	522144.0	1930068.0	
729	506826.0	1929402.0	
730	522477.0	1914084.0	
731	506160.0	1913751.0	
732	451881.0	1889775.0	
733	483516.0	1890774.0	
734	522477.0	1897767.0	
735	507159.0	1897434.0	
736	522477.0	1881783.0	
737	507159.0	1880784.0	
738	558108.0	2145519.0	
739	592740.0	2152179.0	
740	576090.0	2151513.0	
741	593073.0	2137527.0	
742	577422.0	2137194.0	
743	617715.0	2145186.0	
744	646353.0	2151846.0	
745	646020.0	2137194.0	
746	559107.0	2113884.0	
747	593406.0	2120877.0	
748	576756.0	2120877.0	
749	593406.0	2105559.0	
750	576756.0	2105226.0	
751	626373.0	2120211.0	
752	609723.0	2120877.0	
753	625707.0	2105226.0	
754	609057.0	2105559.0	
755	646353.0	2121210.0	
756	643689.0	2105559.0	
757	558441.0	2081583.0	
758	593073.0	2089242.0	
759	577089.0	2089242.0	
760	593073.0	2072259.0	
761	577089.0	2073258.0	
762	625374.0	2088909.0	
763	609390.0	2088576.0	
764	625707.0	2073924.0	
765	609057.0	2072925.0	
766	641691.0	2088909.0	
767	643689.0	2072259.0	
768	558441.0	2049615.0	
769	592740.0	2056941.0	
770	577089.0	2057274.0	
771	593406.0	2041290.0	
772	577089.0	2040291.0	
773	626040.0	2056941.0	
774	609390.0	2057274.0	
775	625707.0	2041623.0	
776	609390.0	2041623.0	
777	645687.0	2056275.0	
778	657675.0	2041623.0	
779	641691.0	2040624.0	
780	424575.0	2145186.0	
781	456876.0	2144853.0	
782	488511.0	2144187.0	
783	521145.0	2144520.0	
784	542457.0	2145519.0	
785	424575.0	2113884.0	
786	456543.0	2113884.0	
787	488511.0	2113884.0	
788	529137.0	2120544.0	
789	513153.0	2120877.0	
790	529137.0	2105559.0	
791	513153.0	2105226.0	
792	542457.0	2113884.0	
793	424908.0	2082249.0	
794	456543.0	2081916.0	
795	488844.0	2081583.0	
796	529137.0	2089242.0	
797	512487.0	2088576.0	
798	529470.0	2073258.0	
799	512820.0	2071926.0	
800	542457.0	2082249.0	
801	424575.0	2050281.0	
802	456876.0	2050281.0	
803	488844.0	2050281.0	
804	528804.0	2056941.0	
805	513153.0	2056608.0	
806	529137.0	2040291.0	
807	512820.0	2040291.0	
808	542457.0	2049615.0	
809	554445.0	1866132.0	
810	538461.0	1866132.0	
811	554445.0	1849815.0	
812	538794.0	1849815.0	
813	587079.0	1867464.0	
814	570429.0	1866465.0	
815	587412.0	1850814.0	
816	571428.0	1850481.0	
817	555111.0	1833831.0	
818	539460.0	1832832.0	
819	555111.0	1817514.0	
820	540126.0	1817514.0	
821	588078.0	1834830.0	
822	571761.0	1834497.0	
823	588078.0	1818846.0	
824	572094.0	1818180.0	
825	619713.0	1836162.0	
826	604062.0	1835829.0	
827	620046.0	1819512.0	
828	604062.0	1818846.0	
829	556443.0	1801530.0	
830	540459.0	1800864.0	
831	556776.0	1785879.0	
832	540459.0	1785213.0	
833	588411.0	1802862.0	
834	572427.0	1801530.0	
835	589077.0	1786212.0	
836	573093.0	1786212.0	
837	620379.0	1803861.0	
838	605061.0	1803195.0	
839	621045.0	1787544.0	
840	605061.0	1787211.0	
841	653013.0	1804194.0	
842	637029.0	1804194.0	
843	654012.0	1788210.0	
844	637029.0	1788210.0	
845	549783.0	1762236.0	
846	581418.0	1763568.0	
847	614385.0	1763901.0	
848	647019.0	1764234.0	
849	678987.0	1764900.0	
850	718281.0	1772226.0	
851	702630.0	1772559.0	
852	718614.0	1756908.0	
853	702297.0	1756908.0	
854	731268.0	1765566.0	
855	550782.0	1730268.0	
856	582417.0	1731267.0	
857	615051.0	1732266.0	
858	647352.0	1733265.0	
859	679986.0	1733598.0	
860	711288.0	1733598.0	
861	731268.0	1734264.0	
862	551448.0	1697967.0	
863	583749.0	1698966.0	
864	451881.0	1855809.0	
865	482517.0	1858806.0	
866	515151.0	1857141.0	
867	452547.0	1822842.0	
868	484182.0	1825173.0	
869	516816.0	1824174.0	
870	453213.0	1790874.0	
871	485181.0	1791207.0	
872	517482.0	1792206.0	
873	453879.0	1758906.0	
874	485514.0	1758906.0	
875	517149.0	1761237.0	
876	455877.0	1726938.0	
877	487512.0	1724940.0	
878	518481.0	1729935.0	
879	455544.0	1693305.0	
880	487512.0	1693638.0	
881	519480.0	1695969.0	
882	455544.0	1661004.0	
883	487179.0	1661670.0	
884	520146.0	1662669.0	
885	616050.0	1698300.0	
886	650016.0	1698300.0	
887	681318.0	1698300.0	
888	717282.0	1699965.0	
889	552447.0	1663668.0	
890	584415.0	1664334.0	
891	616050.0	1651347.0	
892	640026.0	1668996.0	
893	681984.0	1666665.0	
894	717948.0	1668330.0	
895	549783.0	1624707.0	
896	584082.0	1626705.0	
897	641025.0	1645686.0	
898	664002.0	1637694.0	
899	625707.0	1620045.0	
900	683649.0	1621377.0	
901	718614.0	1629702.0	
902	748251.0	1831500.0	
903	781218.0	1824174.0	
904	808191.0	1810521.0	
905	751914.0	1782882.0	
906	794205.0	1782549.0	
907	749583.0	1751913.0	
908	780219.0	1752912.0	
909	811854.0	1752912.0	
910	751248.0	1703295.0	
911	776889.0	1704294.0	
912	805527.0	1717281.0	
913	413586.0	1936728.0	
914	386946.0	2094570.0	
915	405594.0	2176488.0	
916	437562.0	2176488.0	
917	469197.0	2176488.0	
918	502497.0	2176155.0	
919	535131.0	2176155.0	
920	566433.0	2176155.0	
921	599067.0	2176488.0	
922	634365.0	2176488.0	
923	615051.0	2229768.0	
924	522810.0	2221110.0	
925	356976.0	2064600.0	
926	387612.0	1936395.0	
927	409590.0	1736928.0	
928	393606.0	1645686.0	
929	454545.0	1623708.0	
930	625041.0	1589409.0	
931	804861.0	1659339.0	
932	842823.0	1783548.0	
933	826173.0	1823508.0	
